日期,升贴水,进口利润,三月进口利润
3/2/2017,,-2150,-1909
4/2/2017,,,
5/2/2017,,,
6/2/2017,,-2211,-2078
7/2/2017,,-2397,-2168
8/2/2017,,-2139,-2096
9/2/2017,,-2118,-2183
10/2/2017,,-2317,-2203
11/2/2017,,,
12/2/2017,,,
13/2/2017,,-2465,-2237
14/2/2017,,-2326,-1904
15/2/2017,,-1988,-1995
16/2/2017,,-1928,-1936
17/2/2017,,-2011,-2133
18/2/2017,,,
19/2/2017,,,
20/2/2017,,-2241,-2093
21/2/2017,,-2218,-2051
22/2/2017,,-2161,-2130
23/2/2017,,-2350,-2235
24/2/2017,,-2631,-2368
25/2/2017,,,
26/2/2017,,,
27/2/2017,,-2547,-2355
28/2/2017,,-2633,-2449
1/3/2017,,-2743,-2322
2/3/2017,,-2725,-2496
3/3/2017,,-2691,-2386
4/3/2017,,,
5/3/2017,,,
6/3/2017,,-2459,-2456
7/3/2017,,-2538,-2395
8/3/2017,,-2575,-2530
9/3/2017,,-2521,-2603
10/3/2017,,-2620,-2473
11/3/2017,,,
12/3/2017,,,
13/3/2017,,-2588,-2536
14/3/2017,,-2424,-2599
15/3/2017,,-2556,-2485
16/3/2017,,-2643,-2441
17/3/2017,,-2569,-2573
18/3/2017,,,
19/3/2017,,,
20/3/2017,,-2758,-2685
21/3/2017,,-2813,-2631
22/3/2017,,-2913,-2737
23/3/2017,,-2863,-2728
24/3/2017,,-2897,-2850
25/3/2017,,,
26/3/2017,,,
27/3/2017,,-2982,-2809
28/3/2017,,-2943,-2829
29/3/2017,,-3090,-2881
30/3/2017,,-3175,-2985
31/3/2017,,-3224,-2881
1/4/2017,,,
2/4/2017,,,
3/4/2017,,,
4/4/2017,,,
5/4/2017,,-2782,-2704
6/4/2017,,-2875,-2787
7/4/2017,,-2726,-2727
8/4/2017,,,
9/4/2017,,,
10/4/2017,,-2805,-2752
11/4/2017,,-2594,-2659
12/4/2017,,-2563,-2645
13/4/2017,,-2567,-2427
14/4/2017,,,
15/4/2017,,,
16/4/2017,,,
17/4/2017,,,
18/4/2017,,-2200,-2212
19/4/2017,,-2172,-2156
20/4/2017,,-2556,-2288
21/4/2017,,-2530,-2439
22/4/2017,,,
23/4/2017,,,
24/4/2017,,-2523,-2335
25/4/2017,,-2507,-2351
26/4/2017,,-2524,-2459
27/4/2017,,-2586,-2526
28/4/2017,,-2399,-2558
29/4/2017,,,
30/4/2017,,,
1/5/2017,,,
2/5/2017,,-2387,-2600
3/5/2017,,,
4/5/2017,,-2596,-2608
5/5/2017,,-2537,-2588
6/5/2017,,,
7/5/2017,,,
8/5/2017,,-2470,-2642
9/5/2017,,-2496,-2470
10/5/2017,,-2341,-2398
11/5/2017,,-2363,-2428
12/5/2017,,-2464,-2451
13/5/2017,,,
14/5/2017,,,
15/5/2017,,-2421,-2439
16/5/2017,,-2405,-2394
17/5/2017,,-2583,-2486
18/5/2017,,-2576,-2537
19/5/2017,,-2510,-2452
20/5/2017,,,
21/5/2017,,,
22/5/2017,,-2620,-2637
23/5/2017,,-2725,-2689
24/5/2017,,-2748,-2687
25/5/2017,,-2871,-2625
26/5/2017,,-2785,-2695
27/5/2017,,,
28/5/2017,,,
29/5/2017,,,
30/5/2017,,,
31/5/2017,,-2525,-2581
1/6/2017,,-2638,-2540
2/6/2017,,-2612,-2573
3/6/2017,,,
4/6/2017,,,
5/6/2017,,-2603,-2576
6/6/2017,,-2510,-2447
7/6/2017,,-2464,-2420
8/6/2017,,-2554,-2470
9/6/2017,,-2357,-2488
10/6/2017,,,
11/6/2017,,,
12/6/2017,,-2436,-2475
13/6/2017,,-2352,-2404
14/6/2017,,-2335,-2412
15/6/2017,,-2537,-2547
16/6/2017,,-2377,-2364
17/6/2017,,,
18/6/2017,,,
19/6/2017,,-2394,-2242
20/6/2017,,-2402,-2193
21/6/2017,,-2149,-2142
22/6/2017,,-2124,-2207
23/6/2017,,-2238,-2058
24/6/2017,,,
25/6/2017,,,
26/6/2017,,-2198,-2063
27/6/2017,,-2258,-2001
28/6/2017,,-2264,-2107
29/6/2017,,-2237,-2138
30/6/2017,,-2434,-2229
1/7/2017,,,
2/7/2017,,,
3/7/2017,,-2421,-2206
4/7/2017,,-2333,-2257
5/7/2017,,-2299,-2157
6/7/2017,,-2280,-2219
7/7/2017,,-2442,-2312
8/7/2017,,,
9/7/2017,,,
10/7/2017,,-2222,-2215
11/7/2017,,-2180,-2037
12/7/2017,,-1970,-1945
13/7/2017,,-1892,-1839
14/7/2017,,-1897,-1951
15/7/2017,,,
16/7/2017,,,
17/7/2017,,-1890,-1866
18/7/2017,,-1612,-1663
19/7/2017,,-1880,-1794
20/7/2017,,-1762,-1789
21/7/2017,,-1845,-1757
22/7/2017,,,
23/7/2017,,,
24/7/2017,,-1789,-1690
25/7/2017,,-1606,-1578
26/7/2017,,-1889,-1785
27/7/2017,,-1894,-1767
28/7/2017,,-1774,-1787
29/7/2017,,,
30/7/2017,,,
31/7/2017,,-1769,-1525
1/8/2017,,-1602,-1587
2/8/2017,,-1731,-1340
3/8/2017,,-1417,-1502
4/8/2017,,-1421,-1372
5/8/2017,,,
6/8/2017,,,
7/8/2017,,-1241,-1088
8/8/2017,,-1129,-1010
9/8/2017,,-936,-644
10/8/2017,,-748,-683
11/8/2017,,-895,-725
12/8/2017,,,
13/8/2017,,,
14/8/2017,,-1236,-1080
15/8/2017,,-1348,-1131
16/8/2017,,-1313,-945
17/8/2017,,-1185,-856
18/8/2017,,-1268,-841
19/8/2017,,,
20/8/2017,,,
21/8/2017,,-1085,-711
22/8/2017,,-1126,-711
23/8/2017,,-1156,-858
24/8/2017,,-869,-729
25/8/2017,,-1056,-712
26/8/2017,,,
27/8/2017,,,
28/8/2017,,,-592
29/8/2017,,-740,-662
30/8/2017,,-997,-709
31/8/2017,,-827,-639
1/9/2017,,-992,-667
2/9/2017,,,
3/9/2017,,,
4/9/2017,,-540,-622
5/9/2017,,-711,-600
6/9/2017,,-623,-619
7/9/2017,,-475,-697
8/9/2017,,-646,-1043
9/9/2017,,,
10/9/2017,,,
11/9/2017,,-947,-607
12/9/2017,,-729,-636
13/9/2017,,-653,-790
14/9/2017,,-666,-640
15/9/2017,,-541,-799
16/9/2017,,,
17/9/2017,,,
18/9/2017,,-643,-627
19/9/2017,,-628,-655
20/9/2017,,-1056,-647
21/9/2017,,-833,-813
22/9/2017,,-811,-795
23/9/2017,,,
24/9/2017,,,
25/9/2017,,-1179,-1107
26/9/2017,,-1178,-1056
27/9/2017,,-1133,-1000
28/9/2017,,-1125,-1142
29/9/2017,,-1253,-1223
30/9/2017,,,
1/10/2017,,,
2/10/2017,,,
3/10/2017,,,
4/10/2017,,,
5/10/2017,,,
6/10/2017,,,
7/10/2017,,,
8/10/2017,,,
9/10/2017,,-1230,-1033
10/10/2017,,-1068,-1151
11/10/2017,,-1211,-1300
12/10/2017,,-1173,-1079
13/10/2017,,-1082,-947
14/10/2017,,,
15/10/2017,,,
16/10/2017,,-995,-1089
17/10/2017,,-1203,-1106
18/10/2017,,-1236,-1351
19/10/2017,,-1337,-1258
20/10/2017,,-1250,-1168
21/10/2017,,,
22/10/2017,,,
23/10/2017,,-1329,-1363
24/10/2017,,-1316,-1355
25/10/2017,,-1305,-1395
26/10/2017,,-1667,-1583
27/10/2017,,-1351,-1444
28/10/2017,,,
29/10/2017,,,
30/10/2017,,-1524,-1503
31/10/2017,,-1552,-1531
1/11/2017,,-1383,-1543
2/11/2017,,-1729,-1674
3/11/2017,,-1665,-1691
4/11/2017,,,
5/11/2017,,,
6/11/2017,,-1786,-1752
7/11/2017,,-1655,-1822
8/11/2017,,-1676,-1800
9/11/2017,,-1602,-1835
10/11/2017,,-1789,-1857
11/11/2017,,,
12/11/2017,,,
13/11/2017,,-1777,-1895
14/11/2017,,-1788,-1925
15/11/2017,,-1779,-1756
16/11/2017,,-1761,-1818
17/11/2017,,-1865,-1894
18/11/2017,,,
19/11/2017,,,
20/11/2017,,-1864,-2025
21/11/2017,,-2022,-2145
22/11/2017,,-2184,-2125
23/11/2017,,-2177,-2125
24/11/2017,,-2377,-2214
25/11/2017,,,
26/11/2017,,,
27/11/2017,,-2291,-2241
28/11/2017,,-2563,-2524
29/11/2017,,-2591,-2518
30/11/2017,,-2544,-2137
1/12/2017,,-2380,-2158
2/12/2017,,,
3/12/2017,,,
4/12/2017,,-2581,-2402
5/12/2017,,-2350,-2431
6/12/2017,,-2570,-2498
7/12/2017,,-2417,-2429
8/12/2017,,-2527,-2405
9/12/2017,,,
10/12/2017,,,
11/12/2017,,-2361,-2371
12/12/2017,,-2453,-2423
13/12/2017,,-2445,-2393
14/12/2017,,-2428,-2386
15/12/2017,,-2527,
16/12/2017,,,
17/12/2017,,,
18/12/2017,,-2591,-2388
19/12/2017,,-2563,-2442
20/12/2017,,-2545,-2313
21/12/2017,,-2823,-2542
22/12/2017,,-3006,-2724
23/12/2017,,,
24/12/2017,,,
25/12/2017,,,-2939
26/12/2017,,,-3027
27/12/2017,,-3248,-2819
28/12/2017,,-3651,-2986
29/12/2017,,-3280,-2869
30/12/2017,,,
31/12/2017,,,
1/1/2018,,,
2/1/2018,-290,-3382,-3045
3/1/2018,-310,-3192,-2904
4/1/2018,-280,-3140,-2803
5/1/2018,-190,-3071,-2837
6/1/2018,,,
7/1/2018,,,
8/1/2018,-160,-2801,-2701
9/1/2018,-140,-2740,-2642
10/1/2018,-130,-2528,-2454
11/1/2018,-90,-2645,-2503
12/1/2018,-90,-2612,-2517
13/1/2018,,,
14/1/2018,,,
15/1/2018,-130,-2750,-2725
16/1/2018,-100,-2765,-2795
17/1/2018,-120,-2871,-2690
18/1/2018,-140,-2931,-2734
19/1/2018,-180,-3386,-3104
20/1/2018,,,
21/1/2018,,,
22/1/2018,-180,-3331,-3084
23/1/2018,-150,-3285,-3066
24/1/2018,-140,-2957,-2780
25/1/2018,-100,-3048,-2908
26/1/2018,-100,-2903,-2822
27/1/2018,,,
28/1/2018,,,
29/1/2018,-130,-3068,-2958
30/1/2018,-120,-2848,-2843
31/1/2018,-120,-2976,-2831
1/2/2018,-100,-2971,-2810
2/2/2018,-90,-3071,-2967
3/2/2018,,,
4/2/2018,,,
5/2/2018,-120,-2983,-2869
6/2/2018,-100,-2879,-2831
7/2/2018,-110,-2877,-2867
8/2/2018,-100,-2850,-2838
9/2/2018,-110,-2859,-2713
10/2/2018,,,
11/2/2018,,,
12/2/2018,-190,-2862,-2362
13/2/2018,-340,-2622,-2450
14/2/2018,-210,-2621,-2517
15/2/2018,,,
16/2/2018,,,
17/2/2018,,,
18/2/2018,,,
19/2/2018,,,
20/2/2018,,,
21/2/2018,,,
22/2/2018,-270,-3423,-2851
23/2/2018,-240,-3407,-2777
24/2/2018,,,
25/2/2018,,,
26/2/2018,-250,-3115,-2496
27/2/2018,-160,-3005,-2531
28/2/2018,-150,-2947,-2505
1/3/2018,-130,-2768,-2505
2/3/2018,-140,-2571,-2444
3/3/2018,,,
4/3/2018,,,
5/3/2018,-130,-2698,-2535
6/3/2018,-120,-2572,-2445
7/3/2018,-140,-2485,-2555
8/3/2018,-110,-2439,-2400
9/3/2018,-120,-2279,-2435
10/3/2018,,,
11/3/2018,,,
12/3/2018,-90,-2493,-2506
13/3/2018,-70,-2473,-2609
14/3/2018,-70,-2549,-2558
15/3/2018,-40,-2473,-2518
16/3/2018,-140,-2474,-2374
17/3/2018,,,
18/3/2018,,,
19/3/2018,-140,-2370,-2311
20/3/2018,-150,-2398,-2377
21/3/2018,-110,-2522,-2444
22/3/2018,-120,-2668,-2626
23/3/2018,-90,-2569,-2514
24/3/2018,,,
25/3/2018,,,
26/3/2018,-70,-2321,-2330
27/3/2018,-80,-2369,-2399
28/3/2018,-80,-2264,-2300
29/3/2018,-90,-2101,-2119
30/3/2018,-80,-1969,-1962
31/3/2018,,,
1/4/2018,,,
2/4/2018,-60,-1891,-1768
3/4/2018,-85,-1814,-1852
4/4/2018,-20,-1572,-1691
5/4/2018,,,
6/4/2018,,,
7/4/2018,,,
8/4/2018,,,
9/4/2018,-60,-2621,-2360
10/4/2018,-100,-2720,-2578
11/4/2018,-90,-3246,-3129
12/4/2018,-50,-3656,-3175
13/4/2018,-80,-3374,-3305
14/4/2018,,,
15/4/2018,,,
16/4/2018,-80,-3627,-3429
17/4/2018,-50,-4149,-3915
18/4/2018,-40,-4306,-4089
19/4/2018,-40,-5173,-4832
20/4/2018,-20,-4256,-4048
21/4/2018,,,
22/4/2018,,,
23/4/2018,50,-4566,-4467
24/4/2018,70,-3035,-3127
25/4/2018,70,-2944,-2973
26/4/2018,40,-3171,-3152
27/4/2018,40,-3389,-3353
28/4/2018,,,
29/4/2018,,,
30/4/2018,,,
1/5/2018,,,
2/5/2018,,-3340,-3285
3/5/2018,,-3774,-3589
4/5/2018,,-3754,-3491
5/5/2018,,,
6/5/2018,,,
7/5/2018,-40,,-3713
8/5/2018,-20,-4063,-3856
9/5/2018,-10,-3877,-3863
10/5/2018,-10,-3683,-3671
11/5/2018,0,-3244,-3356
12/5/2018,,,
13/5/2018,,,
14/5/2018,-20,-3305,-3275
15/5/2018,0,-3626,-3558
16/5/2018,-60,-3719,-3407
17/5/2018,-90,-3531,-3344
18/5/2018,-70,-3152,-3003
19/5/2018,,,
20/5/2018,,,
21/5/2018,-70,-3180,-3079
22/5/2018,-60,-3128,-3205
23/5/2018,-60,,
24/5/2018,-50,-3202,-3097
25/5/2018,-50,-3252,-3216
26/5/2018,,,
27/5/2018,,,
28/5/2018,-60,,-3120
29/5/2018,-50,-3202,-3248
30/5/2018,-50,-3287,-3260
31/5/2018,-60,-3307,-3390
1/6/2018,-30,-3724,-3546
2/6/2018,,,
3/6/2018,,,
4/6/2018,-50,-3655,-3521
5/6/2018,-40,-3739,-3615
6/6/2018,-50,-3715,-3508
7/6/2018,-40,-3534,-3434
8/6/2018,-40,-3279,-3236
9/6/2018,,,
10/6/2018,,,
11/6/2018,-40,-3438,-3346
12/6/2018,-20,-3487,-3446
13/6/2018,-10,-3492,-3398
14/6/2018,0,-3412,-3454
15/6/2018,10,-3467,-3485
16/6/2018,,,
17/6/2018,,,
18/6/2018,,,
19/6/2018,-70,-3343,-3592
20/6/2018,-30,-3365,-3332
21/6/2018,-30,-3338,-3310
22/6/2018,-30,-3418,-3352
23/6/2018,,,
24/6/2018,,,
25/6/2018,-30,-3463,-3446
26/6/2018,-60,-3524,-3460
27/6/2018,-50,-3826,-3636
28/6/2018,-60,-3852,-3617
29/6/2018,-50,-3849,-3548
30/6/2018,,,
1/7/2018,,,
2/7/2018,-60,-3780,-3561
3/7/2018,-40,-3606,-3386
4/7/2018,-40,-3509,-3314
5/7/2018,-30,-3442,-3267
6/7/2018,-20,-3469,-3182
7/7/2018,,,
8/7/2018,,,
9/7/2018,-40,-3461,-3159
10/7/2018,-40,-3656,-3311
11/7/2018,-10,-3566,-3258
12/7/2018,-10,-3521,-3087
13/7/2018,0,-3242,-3006
14/7/2018,,,
15/7/2018,,,
16/7/2018,0,-3416,-2968
17/7/2018,-60,-3443,-3055
18/7/2018,-60,-3226,-2949
19/7/2018,-60,-3397,-2978
20/7/2018,-60,-3370,-2847
21/7/2018,,,
22/7/2018,,,
23/7/2018,-60,-3114,-3034
24/7/2018,-70,-3065,-3041
25/7/2018,-80,-3064,-3021
26/7/2018,-70,-3163,-3138
27/7/2018,-80,-3039,-2910
28/7/2018,,,
29/7/2018,,,
30/7/2018,-80,-2830,-2825
31/7/2018,-70,-2974,-2891
1/8/2018,-60,-2879,-2915
2/8/2018,-60,-2864,-3053
3/8/2018,-60,-2629,-2731
4/8/2018,,,
5/8/2018,,,
6/8/2018,-50,-2585,-2666
7/8/2018,-50,-2681,-2674
8/8/2018,-50,-2644,-2612
9/8/2018,-40,-2986,-3041
10/8/2018,-40,-2711,-2801
11/8/2018,,,
12/8/2018,,,
13/8/2018,-30,-2973,-2974
14/8/2018,-30,-2809,-2900
15/8/2018,-10,-2720,-2958
16/8/2018,-50,-2722,-2766
17/8/2018,-50,-2541,-2590
18/8/2018,,,
19/8/2018,,,
20/8/2018,-40,-2710,-2697
21/8/2018,-50,-2625,-2637
22/8/2018,-50,-2508,-2662
23/8/2018,-45,-2578,-2717
24/8/2018,-50,-2546,-2530
25/8/2018,,,
26/8/2018,,,
27/8/2018,-50,,-2617
28/8/2018,-60,-2715,-2535
29/8/2018,-70,-2723,-2826
30/8/2018,-50,-3128,-3195
31/8/2018,-50,-2909,-2986
1/9/2018,,,
2/9/2018,,,
3/9/2018,-40,-2748,-2869
4/9/2018,-20,-2614,-2790
5/9/2018,-20,-2473,-2720
6/9/2018,-20,-2419,-2730
7/9/2018,-10,-2287,-2680
8/9/2018,,,
9/9/2018,,,
10/9/2018,0,-2289,-2681
11/9/2018,-10,-2671,-2967
12/9/2018,0,-2470,-2771
13/9/2018,10,-2435,-2764
14/9/2018,0,-2451,-2761
15/9/2018,,,
16/9/2018,,,
17/9/2018,0,-2234,-2650
18/9/2018,0,-2450,-2718
19/9/2018,0,-2384,-2667
20/9/2018,0,-2294,-2584
21/9/2018,-20,-2394,-2713
22/9/2018,,,
23/9/2018,,,
24/9/2018,,,
25/9/2018,-30,-2433,-2671
26/9/2018,-30,-2659,-2846
27/9/2018,-20,-2741,-3009
28/9/2018,-20,-2704,-2847
29/9/2018,,,
30/9/2018,,,
1/10/2018,,,
2/10/2018,,,
3/10/2018,,,
4/10/2018,,,
5/10/2018,,,
6/10/2018,,,
7/10/2018,,,
8/10/2018,-30,-3155,-3133
9/10/2018,-40,-2943,-2974
10/10/2018,-30,-2895,-3054
11/10/2018,-30,-2844,-2950
12/10/2018,-20,-3001,-2993
13/10/2018,,,
14/10/2018,,,
15/10/2018,-10,-3106,-3125
16/10/2018,-50,-2966,-3035
17/10/2018,-50,-2967,-3106
18/10/2018,-50,-2966,-3060
19/10/2018,-40,-3036,-3088
20/10/2018,,,
21/10/2018,,,
22/10/2018,-30,-3003,-3113
23/10/2018,-30,-2821,-2989
24/10/2018,-40,-2795,-3019
25/10/2018,-40,-2749,-2922
26/10/2018,-40,-2715,-2871
27/10/2018,,,
28/10/2018,,,
29/10/2018,-50,-2762,-2970
30/10/2018,-40,-2693,-2932
31/10/2018,-40,-2630,-2901
1/11/2018,-40,-2711,-2807
2/11/2018,-40,-2942,-2930
3/11/2018,,,
4/11/2018,,,
5/11/2018,-40,-2782,-2915
6/11/2018,-40,-2757,-2885
7/11/2018,-30,-2714,-2760
8/11/2018,-30,-2901,-2972
9/11/2018,-20,-2967,-3033
10/11/2018,,,
11/11/2018,,,
12/11/2018,-20,-2769,-2914
13/11/2018,0,-2766,-2811
14/11/2018,20,-2687,-2871
15/11/2018,30,-2770,-2840
16/11/2018,-40,-2737,-2771
17/11/2018,,,
18/11/2018,,,
19/11/2018,-40,-2683,-2754
20/11/2018,-40,-2691,-2819
21/11/2018,-40,-2710,-2798
22/11/2018,-30,-2800,-2870
23/11/2018,-30,-2651,-2841
24/11/2018,,,
25/11/2018,,,
26/11/2018,-50,-2757,-2847
27/11/2018,-40,-2776,-2857
28/11/2018,-30,-2742,-2757
29/11/2018,-40,-2868,-2807
30/11/2018,-40,-3007,-2945
1/12/2018,,,
2/12/2018,,,
3/12/2018,-70,-2987,-2873
4/12/2018,-50,-2906,-2829
5/12/2018,-40,-2895,-2842
6/12/2018,-30,-2957,-2904
7/12/2018,0,-2963,-2890
8/12/2018,,,
9/12/2018,,,
10/12/2018,0,-2854,-2907
11/12/2018,0,-2766,-2839
12/12/2018,0,-2695,-2786
13/12/2018,0,-2723,-2795
14/12/2018,0,-2666,-2751
15/12/2018,,,
16/12/2018,,,
17/12/2018,10,-2794,-2710
18/12/2018,-60,-2717,-2647
19/12/2018,-60,-2703,-2651
20/12/2018,-60,-2683,-2516
21/12/2018,-50,-2675,-2530
22/12/2018,,,
23/12/2018,,,
24/12/2018,-70,-2598,-2445
25/12/2018,-70,,-2188
26/12/2018,-100,,-2169
27/12/2018,-100,-2560,-2415
28/12/2018,-60,-2463,-2215
29/12/2018,,,
30/12/2018,,,
31/12/2018,,,
1/1/2019,,,
2/1/2019,-70,-2413,-2295
3/1/2019,-40,-2062,-1964
4/1/2019,-20,-2282,-2138
5/1/2019,,,
6/1/2019,,,
7/1/2019,-30,-2291,-2283
8/1/2019,-20,-2161,-2268
9/1/2019,-20,-2184,-2172
10/1/2019,-20,-1951,-2063
11/1/2019,0,-1921,-2059
12/1/2019,,,
13/1/2019,,,
14/1/2019,0,-1720,-1933
15/1/2019,0,-1762,-1887
16/1/2019,-50,-1997,-2014
17/1/2019,-40,-1904,-1915
18/1/2019,-40,-1989,-2023
19/1/2019,,,
20/1/2019,,,
21/1/2019,-60,-2077,-2015
22/1/2019,-50,-2039,-2041
23/1/2019,-50,-2239,-2196
24/1/2019,-50,-2107,-2169
25/1/2019,-60,-2021,-2044
26/1/2019,,,
27/1/2019,,,
28/1/2019,-80,-2090,-2197
29/1/2019,-60,-2016,-2016
30/1/2019,-60,-2022,-2045
31/1/2019,-60,-2099,-2122
1/2/2019,-50,-2194,-2163
2/2/2019,,,
3/2/2019,,,
4/2/2019,,,
5/2/2019,,,
6/2/2019,,,
7/2/2019,,,
8/2/2019,,,
9/2/2019,,,
10/2/2019,,,
11/2/2019,-100,-2129,-2215
12/2/2019,-60,-2072,-2187
13/2/2019,-30,-1923,-2075
14/2/2019,-10,-1882,-2015
15/2/2019,0,-1749,-1916
16/2/2019,,,
17/2/2019,,,
18/2/2019,-50,-1845,-2017
19/2/2019,-50,-1836,-1922
20/2/2019,-50,-1861,-1910
21/2/2019,-50,-1876,-1944
22/2/2019,-70,-1969,-2007
23/2/2019,,,
24/2/2019,,,
25/2/2019,-70,-1964,-2009
26/2/2019,-70,-1856,-1951
27/2/2019,-60,-1849,-1987
28/2/2019,-50,-1919,-2048
1/3/2019,-40,-1980,-2053
2/3/2019,,,
3/3/2019,,,
4/3/2019,-40,-1924,-1984
5/3/2019,-40,-1615,-1946
6/3/2019,-30,-1510,-1914
7/3/2019,-20,-1598,-1994
8/3/2019,-20,-1585,-1985
9/3/2019,,,
10/3/2019,,,
11/3/2019,-30,-1701,-2051
12/3/2019,-30,-1557,-1937
13/3/2019,-30,-1640,-1953
14/3/2019,-30,-1777,-2185
15/3/2019,-30,-1821,-2147
16/3/2019,,,
17/3/2019,,,
18/3/2019,250,-1806,-2142
19/3/2019,250,-1928,-2257
20/3/2019,260,-1948,-2218
21/3/2019,260,-1793,-2188
22/3/2019,290,-1580,-2038
23/3/2019,,,
24/3/2019,,,
25/3/2019,320,-1491,-2038
